codigo_estrato,estrato,sexo,edad,poblacion
5,Chubut,femenino,24,4285
5,Chubut,masculino,24,4303
5,Chubut,femenino,25,4622
5,Chubut,masculino,25,4577
5,Chubut,femenino,26,4518
5,Chubut,masculino,26,4524
5,Chubut,femenino,27,4833
5,Chubut,masculino,27,4525
5,Chubut,femenino,28,4671
5,Chubut,masculino,28,4589
5,Chubut,femenino,29,4719
5,Chubut,masculino,29,4564
5,Chubut,femenino,30,5121
5,Chubut,masculino,30,4869
5,Chubut,femenino,31,4906
5,Chubut,masculino,31,4661
5,Chubut,femenino,32,4788
5,Chubut,masculino,32,4589
5,Chubut,femenino,33,4734
5,Chubut,masculino,33,4479
5,Chubut,femenino,34,4703
5,Chubut,masculino,34,4631
5,Chubut,femenino,35,5072
5,Chubut,masculino,35,4803
5,Chubut,femenino,36,4740
5,Chubut,masculino,36,4675
5,Chubut,femenino,37,4606
5,Chubut,masculino,37,4539
5,Chubut,femenino,38,4647
5,Chubut,masculino,38,4567
5,Chubut,femenino,39,4819
5,Chubut,masculino,39,4734
5,Chubut,femenino,40,4919
5,Chubut,masculino,40,4704
5,Chubut,femenino,41,4715
5,Chubut,masculino,41,4577
5,Chubut,femenino,42,4956
5,Chubut,masculino,42,4827
5,Chubut,femenino,43,4801
5,Chubut,masculino,43,4523
5,Chubut,femenino,44,4628
5,Chubut,masculino,44,4487
5,Chubut,femenino,45,4390
5,Chubut,masculino,45,4359
5,Chubut,femenino,46,4249
5,Chubut,masculino,46,3967
5,Chubut,femenino,47,3955
5,Chubut,masculino,47,3839
5,Chubut,femenino,48,3801
5,Chubut,masculino,48,3539
5,Chubut,femenino,49,3653
5,Chubut,masculino,49,3619
5,Chubut,femenino,50,3504
5,Chubut,masculino,50,3472
5,Chubut,femenino,51,3353
5,Chubut,masculino,51,3123
5,Chubut,femenino,52,3242
5,Chubut,masculino,52,3117
5,Chubut,femenino,53,3035
5,Chubut,masculino,53,2868
5,Chubut,femenino,54,3003
5,Chubut,masculino,54,2696
5,Chubut,femenino,55,2990
5,Chubut,masculino,55,2671
5,Chubut,femenino,56,2914
5,Chubut,masculino,56,2717
5,Chubut,femenino,57,2932
5,Chubut,masculino,57,2846
5,Chubut,femenino,58,2861
5,Chubut,masculino,58,2691
5,Chubut,femenino,59,2866
5,Chubut,masculino,59,2723
5,Chubut,femenino,60,2753
5,Chubut,masculino,60,2655
5,Chubut,femenino,61,2533
5,Chubut,masculino,61,2364
5,Chubut,femenino,62,2545
5,Chubut,masculino,62,2288
5,Chubut,femenino,63,2458
5,Chubut,masculino,63,2166
5,Chubut,femenino,64,2337
5,Chubut,masculino,64,2113
5,Chubut,femenino,65,2427
5,Chubut,masculino,65,2210
5,Chubut,femenino,66,2212
5,Chubut,masculino,66,1965
5,Chubut,femenino,67,2091
5,Chubut,masculino,67,1898
5,Chubut,femenino,68,2111
5,Chubut,masculino,68,1782
5,Chubut,femenino,69,1978
5,Chubut,masculino,69,1780
5,Chubut,femenino,70,1914
5,Chubut,masculino,70,1719
5,Chubut,femenino,71,1765
5,Chubut,masculino,71,1444
5,Chubut,femenino,72,1680
5,Chubut,masculino,72,1500
5,Chubut,femenino,73,1552
5,Chubut,masculino,73,1335
5,Chubut,femenino,74,1406
5,Chubut,masculino,74,1231
5,Chubut,femenino,75,1354
5,Chubut,masculino,75,1118
5,Chubut,femenino,76,1259
5,Chubut,masculino,76,1027
5,Chubut,femenino,77,1179
5,Chubut,masculino,77,871
5,Chubut,femenino,78,1115
5,Chubut,masculino,78,803
5,Chubut,femenino,79,1065
5,Chubut,masculino,79,729
5,Chubut,femenino,80,944
5,Chubut,masculino,80,667
5,Chubut,femenino,81,851
5,Chubut,masculino,81,633
5,Chubut,femenino,82,816
5,Chubut,masculino,82,536
5,Chubut,femenino,83,715
5,Chubut,masculino,83,418
5,Chubut,femenino,84,665
5,Chubut,masculino,84,417
5,Chubut,femenino,85,590
5,Chubut,masculino,85,357
5,Chubut,femenino,86,515
5,Chubut,masculino,86,299
5,Chubut,femenino,87,443
5,Chubut,masculino,87,262
5,Chubut,femenino,88,399
5,Chubut,masculino,88,209
5,Chubut,femenino,89,349
5,Chubut,masculino,89,160
5,Chubut,femenino,90,299
5,Chubut,masculino,90,128
5,Chubut,femenino,91,226
5,Chubut,masculino,91,113
5,Chubut,femenino,92,220
5,Chubut,masculino,92,91
5,Chubut,femenino,93,155
5,Chubut,masculino,93,72
5,Chubut,femenino,94,134
5,Chubut,masculino,94,53
5,Chubut,femenino,95,108
5,Chubut,masculino,95,50
8,Entre Ríos,femenino,16,10653
8,Entre Ríos,masculino,16,10954
8,Entre Ríos,femenino,17,11440
8,Entre Ríos,masculino,17,11644
8,Entre Ríos,femenino,18,10953
8,Entre Ríos,masculino,18,11256
8,Entre Ríos,femenino,19,11061
8,Entre Ríos,masculino,19,11236
8,Entre Ríos,femenino,20,10645
8,Entre Ríos,masculino,20,10553
8,Entre Ríos,femenino,21,11037
8,Entre Ríos,masculino,21,11051
8,Entre Ríos,femenino,22,11581
8,Entre Ríos,masculino,22,11223
8,Entre Ríos,femenino,23,11012
8,Entre Ríos,masculino,23,10775
8,Entre Ríos,femenino,24,11241
8,Entre Ríos,masculino,24,10686
8,Entre Ríos,femenino,25,11314
8,Entre Ríos,masculino,25,11192
8,Entre Ríos,femenino,26,10790
8,Entre Ríos,masculino,26,10491
8,Entre Ríos,femenino,27,11055
8,Entre Ríos,masculino,27,10865
8,Entre Ríos,femenino,28,10882
8,Entre Ríos,masculino,28,10642
8,Entre Ríos,femenino,29,10873
8,Entre Ríos,masculino,29,10606
8,Entre Ríos,femenino,30,11535
8,Entre Ríos,masculino,30,10970
8,Entre Ríos,femenino,31,11506
8,Entre Ríos,masculino,31,10899
8,Entre Ríos,femenino,32,10662
8,Entre Ríos,masculino,32,10211
8,Entre Ríos,femenino,33,10356
8,Entre Ríos,masculino,33,9947
8,Entre Ríos,femenino,34,10276
8,Entre Ríos,masculino,34,9738
8,Entre Ríos,femenino,35,10638
8,Entre Ríos,masculino,35,10099
8,Entre Ríos,femenino,36,10503
8,Entre Ríos,masculino,36,10023
8,Entre Ríos,femenino,37,9854
8,Entre Ríos,masculino,37,9538
8,Entre Ríos,femenino,38,10001
8,Entre Ríos,masculino,38,9441
8,Entre Ríos,femenino,39,10472
8,Entre Ríos,masculino,39,10053
8,Entre Ríos,femenino,40,10670
8,Entre Ríos,masculino,40,10170
8,Entre Ríos,femenino,41,10053
8,Entre Ríos,masculino,41,9523
8,Entre Ríos,femenino,42,10853
8,Entre Ríos,masculino,42,10270
8,Entre Ríos,femenino,43,10453
8,Entre Ríos,masculino,43,9827
8,Entre Ríos,femenino,44,9922
8,Entre Ríos,masculino,44,9519
8,Entre Ríos,femenino,45,9331
8,Entre Ríos,masculino,45,9176
8,Entre Ríos,femenino,46,9059
8,Entre Ríos,masculino,46,8727
8,Entre Ríos,femenino,47,8866
8,Entre Ríos,masculino,47,8369
8,Entre Ríos,femenino,48,8359
8,Entre Ríos,masculino,48,8069
8,Entre Ríos,femenino,49,8441
8,Entre Ríos,masculino,49,8092
8,Entre Ríos,femenino,50,8585
8,Entre Ríos,masculino,50,8125
8,Entre Ríos,femenino,51,7877
8,Entre Ríos,masculino,51,7433
8,Entre Ríos,femenino,52,7571
8,Entre Ríos,masculino,52,7199
8,Entre Ríos,femenino,53,7435
8,Entre Ríos,masculino,53,6911
8,Entre Ríos,femenino,54,7233
8,Entre Ríos,masculino,54,6844
8,Entre Ríos,femenino,55,7241
8,Entre Ríos,masculino,55,6722
8,Entre Ríos,femenino,56,7148
8,Entre Ríos,masculino,56,6951
8,Entre Ríos,femenino,57,7528
8,Entre Ríos,masculino,57,6993
8,Entre Ríos,femenino,58,7234
8,Entre Ríos,masculino,58,6633
8,Entre Ríos,femenino,59,7269
8,Entre Ríos,masculino,59,6685
8,Entre Ríos,femenino,60,7073
8,Entre Ríos,masculino,60,6299
8,Entre Ríos,femenino,61,6567
8,Entre Ríos,masculino,61,6026
8,Entre Ríos,femenino,62,6756
8,Entre Ríos,masculino,62,5927
8,Entre Ríos,femenino,63,6337
8,Entre Ríos,masculino,63,5629
8,Entre Ríos,femenino,64,6309
8,Entre Ríos,masculino,64,5382
8,Entre Ríos,femenino,65,6655
8,Entre Ríos,masculino,65,5595
8,Entre Ríos,femenino,66,5970
8,Entre Ríos,masculino,66,5084
8,Entre Ríos,femenino,67,5974
8,Entre Ríos,masculino,67,5296
8,Entre Ríos,femenino,68,5651
8,Entre Ríos,masculino,68,4708
8,Entre Ríos,femenino,69,5458
8,Entre Ríos,masculino,69,4744
8,Entre Ríos,femenino,70,5398
8,Entre Ríos,masculino,70,4647
8,Entre Ríos,femenino,71,5194
8,Entre Ríos,masculino,71,4204
8,Entre Ríos,femenino,72,5151
8,Entre Ríos,masculino,72,4072
8,Entre Ríos,femenino,73,4722
8,Entre Ríos,masculino,73,3689
8,Entre Ríos,femenino,74,4542
8,Entre Ríos,masculino,74,3465
8,Entre Ríos,femenino,75,4242
8,Entre Ríos,masculino,75,3079
8,Entre Ríos,femenino,76,3939
8,Entre Ríos,masculino,76,2841
8,Entre Ríos,femenino,77,3786
8,Entre Ríos,masculino,77,2651
8,Entre Ríos,femenino,78,3533
8,Entre Ríos,masculino,78,2293
8,Entre Ríos,femenino,79,3181
8,Entre Ríos,masculino,79,2140
8,Entre Ríos,femenino,80,2946
8,Entre Ríos,masculino,80,1869
8,Entre Ríos,femenino,81,2839
8,Entre Ríos,masculino,81,1680
8,Entre Ríos,femenino,82,2795
8,Entre Ríos,masculino,82,1517
8,Entre Ríos,femenino,83,2461
8,Entre Ríos,masculino,83,1259
8,Entre Ríos,femenino,84,1985
8,Entre Ríos,masculino,84,1009
8,Entre Ríos,femenino,85,1895
8,Entre Ríos,masculino,85,917
8,Entre Ríos,femenino,86,1749
8,Entre Ríos,masculino,86,773
8,Entre Ríos,femenino,87,1515
8,Entre Ríos,masculino,87,684
8,Entre Ríos,femenino,88,1204
8,Entre Ríos,masculino,88,529
8,Entre Ríos,femenino,89,1109
8,Entre Ríos,masculino,89,457
8,Entre Ríos,femenino,90,955
8,Entre Ríos,masculino,90,338
8,Entre Ríos,femenino,91,840
8,Entre Ríos,masculino,91,280
8,Entre Ríos,femenino,92,649
8,Entre Ríos,masculino,92,217
8,Entre Ríos,femenino,93,484
8,Entre Ríos,masculino,93,153
8,Entre Ríos,femenino,94,413
8,Entre Ríos,masculino,94,97
8,Entre Ríos,femenino,95,289
8,Entre Ríos,masculino,95,91
9,Formosa,femenino,16,4939
9,Formosa,masculino,16,5152
9,Formosa,femenino,17,5374
9,Formosa,masculino,17,5638
9,Formosa,femenino,18,5158
9,Formosa,masculino,18,5370
9,Formosa,femenino,19,5116
9,Formosa,masculino,19,5159
9,Formosa,femenino,20,4801
9,Formosa,masculino,20,4714
9,Formosa,femenino,21,5026
9,Formosa,masculino,21,4679
9,Formosa,femenino,22,5505
9,Formosa,masculino,22,5086
9,Formosa,femenino,23,5101
9,Formosa,masculino,23,4907
9,Formosa,femenino,24,5379
9,Formosa,masculino,24,4911
9,Formosa,femenino,25,5457
9,Formosa,masculino,25,5071
9,Formosa,femenino,26,5491
9,Formosa,masculino,26,5040
9,Formosa,femenino,27,5429
9,Formosa,masculino,27,5043
9,Formosa,femenino,28,5085
9,Formosa,masculino,28,4798
9,Formosa,femenino,29,5209
9,Formosa,masculino,29,4845
9,Formosa,femenino,30,5385
9,Formosa,masculino,30,4873
9,Formosa,femenino,31,4959
9,Formosa,masculino,31,4587
9,Formosa,femenino,32,4618
9,Formosa,masculino,32,4206
9,Formosa,femenino,33,4500
9,Formosa,masculino,33,4159
9,Formosa,femenino,34,4683
9,Formosa,masculino,34,4156
9,Formosa,femenino,35,4477
9,Formosa,masculino,35,4229
9,Formosa,femenino,36,4248
9,Formosa,masculino,36,3964
9,Formosa,femenino,37,4121
9,Formosa,masculino,37,3771
9,Formosa,femenino,38,4045
9,Formosa,masculino,38,3635
9,Formosa,femenino,39,4283
9,Formosa,masculino,39,3972
9,Formosa,femenino,40,4395
9,Formosa,masculino,40,4072
9,Formosa,femenino,41,4056
9,Formosa,masculino,41,3819
9,Formosa,femenino,42,4422
9,Formosa,masculino,42,4164
9,Formosa,femenino,43,4015
9,Formosa,masculino,43,3835
9,Formosa,femenino,44,3921
9,Formosa,masculino,44,3555
9,Formosa,femenino,45,3712
9,Formosa,masculino,45,3487
9,Formosa,femenino,46,3596
9,Formosa,masculino,46,3390
9,Formosa,femenino,47,3604
9,Formosa,masculino,47,3231
9,Formosa,femenino,48,3306
9,Formosa,masculino,48,3109
9,Formosa,femenino,49,3373
9,Formosa,masculino,49,3050
9,Formosa,femenino,50,3229
9,Formosa,masculino,50,3108
9,Formosa,femenino,51,2995
9,Formosa,masculino,51,2847
9,Formosa,femenino,52,3002
9,Formosa,masculino,52,2758
9,Formosa,femenino,53,2968
9,Formosa,masculino,53,2740
9,Formosa,femenino,54,3038
9,Formosa,masculino,54,2791
9,Formosa,femenino,55,3131
9,Formosa,masculino,55,2777
9,Formosa,femenino,56,3047
9,Formosa,masculino,56,2777
9,Formosa,femenino,57,2812
9,Formosa,masculino,57,2738
9,Formosa,femenino,58,2731
9,Formosa,masculino,58,2692
9,Formosa,femenino,59,2743
9,Formosa,masculino,59,2642
9,Formosa,femenino,60,2658
9,Formosa,masculino,60,2553
9,Formosa,femenino,61,2445
9,Formosa,masculino,61,2247
9,Formosa,femenino,62,2541
9,Formosa,masculino,62,2278
9,Formosa,femenino,63,2555
9,Formosa,masculino,63,2254
9,Formosa,femenino,64,2451
9,Formosa,masculino,64,2266
9,Formosa,femenino,65,2523
9,Formosa,masculino,65,2367
9,Formosa,femenino,66,2136
9,Formosa,masculino,66,1973
9,Formosa,femenino,67,2058
9,Formosa,masculino,67,1966
9,Formosa,femenino,68,1970
9,Formosa,masculino,68,1836
9,Formosa,femenino,69,1975
9,Formosa,masculino,69,1659
9,Formosa,femenino,70,1923
9,Formosa,masculino,70,1719
9,Formosa,femenino,71,1735
9,Formosa,masculino,71,1541
9,Formosa,femenino,72,1564
9,Formosa,masculino,72,1438
9,Formosa,femenino,73,1471
9,Formosa,masculino,73,1204
9,Formosa,femenino,74,1332
9,Formosa,masculino,74,1155
9,Formosa,femenino,75,1187
9,Formosa,masculino,75,1046
9,Formosa,femenino,76,1177
9,Formosa,masculino,76,983
9,Formosa,femenino,77,1132
9,Formosa,masculino,77,940
9,Formosa,femenino,78,981
9,Formosa,masculino,78,787
9,Formosa,femenino,79,924
9,Formosa,masculino,79,673
9,Formosa,femenino,80,828
9,Formosa,masculino,80,567
9,Formosa,femenino,81,704
9,Formosa,masculino,81,534
9,Formosa,femenino,82,709
9,Formosa,masculino,82,477
9,Formosa,femenino,83,636
9,Formosa,masculino,83,425
9,Formosa,femenino,84,557
9,Formosa,masculino,84,402
9,Formosa,femenino,85,481
9,Formosa,masculino,85,338
9,Formosa,femenino,86,481
9,Formosa,masculino,86,279
9,Formosa,femenino,87,416
9,Formosa,masculino,87,217
9,Formosa,femenino,88,303
9,Formosa,masculino,88,182
9,Formosa,femenino,89,276
9,Formosa,masculino,89,151
9,Formosa,femenino,90,252
9,Formosa,masculino,90,151
9,Formosa,femenino,91,197
9,Formosa,masculino,91,106
9,Formosa,femenino,92,163
9,Formosa,masculino,92,85
9,Formosa,femenino,93,129
9,Formosa,masculino,93,52
9,Formosa,femenino,94,111
9,Formosa,masculino,94,43
9,Formosa,femenino,95,65
9,Formosa,masculino,95,58
10,Jujuy,femenino,16,6602
10,Jujuy,masculino,16,6713
10,Jujuy,femenino,17,7043
10,Jujuy,masculino,17,7039
10,Jujuy,femenino,18,6252
10,Jujuy,masculino,18,6560
10,Jujuy,femenino,19,6335
10,Jujuy,masculino,19,6547
10,Jujuy,femenino,20,6133
10,Jujuy,masculino,20,6274
10,Jujuy,femenino,21,6515
10,Jujuy,masculino,21,6711
10,Jujuy,femenino,22,6797
10,Jujuy,masculino,22,6795
10,Jujuy,femenino,23,6643
10,Jujuy,masculino,23,6456
10,Jujuy,femenino,24,6708
10,Jujuy,masculino,24,6499
10,Jujuy,femenino,25,6913
10,Jujuy,masculino,25,6514
10,Jujuy,femenino,26,6884
10,Jujuy,masculino,26,6621
10,Jujuy,femenino,27,7021
10,Jujuy,masculino,27,6713
10,Jujuy,femenino,28,6925
10,Jujuy,masculino,28,6381
10,Jujuy,femenino,29,6860
10,Jujuy,masculino,29,6505
10,Jujuy,femenino,30,7206
10,Jujuy,masculino,30,6845
10,Jujuy,femenino,31,6280
10,Jujuy,masculino,31,5660
10,Jujuy,femenino,32,5970
10,Jujuy,masculino,32,5428
10,Jujuy,femenino,33,5974
10,Jujuy,masculino,33,5401
10,Jujuy,femenino,34,6061
10,Jujuy,masculino,34,5787
10,Jujuy,femenino,35,6420
10,Jujuy,masculino,35,6047
10,Jujuy,femenino,36,6250
10,Jujuy,masculino,36,5897
10,Jujuy,femenino,37,5837
10,Jujuy,masculino,37,5625
10,Jujuy,femenino,38,5742
10,Jujuy,masculino,38,5365
10,Jujuy,femenino,39,6240
10,Jujuy,masculino,39,5756
10,Jujuy,femenino,40,6520
10,Jujuy,masculino,40,6139
10,Jujuy,femenino,41,6371
10,Jujuy,masculino,41,5666
10,Jujuy,femenino,42,6605
10,Jujuy,masculino,42,6228
10,Jujuy,femenino,43,6330
10,Jujuy,masculino,43,5820
10,Jujuy,femenino,44,5762
10,Jujuy,masculino,44,5511
10,Jujuy,femenino,45,5671
10,Jujuy,masculino,45,5330
10,Jujuy,femenino,46,5600
10,Jujuy,masculino,46,5111
10,Jujuy,femenino,47,5682
10,Jujuy,masculino,47,5242
10,Jujuy,femenino,48,4846
10,Jujuy,masculino,48,4514
10,Jujuy,femenino,49,4856
10,Jujuy,masculino,49,4508
10,Jujuy,femenino,50,4695
10,Jujuy,masculino,50,4213
10,Jujuy,femenino,51,4430
10,Jujuy,masculino,51,4159
10,Jujuy,femenino,52,4482
10,Jujuy,masculino,52,4124
10,Jujuy,femenino,53,4074
10,Jujuy,masculino,53,3608
10,Jujuy,femenino,54,3915
10,Jujuy,masculino,54,3443
10,Jujuy,femenino,55,3849
10,Jujuy,masculino,55,3359
10,Jujuy,femenino,56,3883
10,Jujuy,masculino,56,3331
10,Jujuy,femenino,57,4080
10,Jujuy,masculino,57,3371
10,Jujuy,femenino,58,3837
10,Jujuy,masculino,58,3282
10,Jujuy,femenino,59,3809
10,Jujuy,masculino,59,3252
10,Jujuy,femenino,60,3588
10,Jujuy,masculino,60,3118
10,Jujuy,femenino,61,3358
10,Jujuy,masculino,61,2932
10,Jujuy,femenino,62,3418
10,Jujuy,masculino,62,2885
10,Jujuy,femenino,63,3420
10,Jujuy,masculino,63,2862
10,Jujuy,femenino,64,3299
10,Jujuy,masculino,64,2709
10,Jujuy,femenino,65,3328
10,Jujuy,masculino,65,2860
10,Jujuy,femenino,66,3025
10,Jujuy,masculino,66,2517
10,Jujuy,femenino,67,3061
10,Jujuy,masculino,67,2556
10,Jujuy,femenino,68,2849
10,Jujuy,masculino,68,2401
10,Jujuy,femenino,69,2783
10,Jujuy,masculino,69,2399
10,Jujuy,femenino,70,2645
10,Jujuy,masculino,70,2066
10,Jujuy,femenino,71,2420
10,Jujuy,masculino,71,1970
10,Jujuy,femenino,72,2430
10,Jujuy,masculino,72,1934
10,Jujuy,femenino,73,2197
10,Jujuy,masculino,73,1764
10,Jujuy,femenino,74,2031
10,Jujuy,masculino,74,1694
10,Jujuy,femenino,75,1994
10,Jujuy,masculino,75,1543
10,Jujuy,femenino,76,1775
10,Jujuy,masculino,76,1406
10,Jujuy,femenino,77,1645
10,Jujuy,masculino,77,1202
10,Jujuy,femenino,78,1452
10,Jujuy,masculino,78,1108
10,Jujuy,femenino,79,1465
10,Jujuy,masculino,79,1075
10,Jujuy,femenino,80,1320
10,Jujuy,masculino,80,955
10,Jujuy,femenino,81,1137
10,Jujuy,masculino,81,820
10,Jujuy,femenino,82,1180
10,Jujuy,masculino,82,841
10,Jujuy,femenino,83,978
10,Jujuy,masculino,83,580
10,Jujuy,femenino,84,881
10,Jujuy,masculino,84,572
10,Jujuy,femenino,85,814
10,Jujuy,masculino,85,429
10,Jujuy,femenino,86,659
10,Jujuy,masculino,86,392
10,Jujuy,femenino,87,550
10,Jujuy,masculino,87,331
10,Jujuy,femenino,88,548
10,Jujuy,masculino,88,280
10,Jujuy,femenino,89,477
10,Jujuy,masculino,89,223
10,Jujuy,femenino,90,377
10,Jujuy,masculino,90,202
10,Jujuy,femenino,91,314
10,Jujuy,masculino,91,153
10,Jujuy,femenino,92,236
10,Jujuy,masculino,92,106
10,Jujuy,femenino,93,228
10,Jujuy,masculino,93,102
10,Jujuy,femenino,94,132
10,Jujuy,masculino,94,76
10,Jujuy,femenino,95,146
10,Jujuy,masculino,95,66
11,La Pampa,femenino,16,2776
11,La Pampa,masculino,16,2893
11,La Pampa,femenino,17,2731
11,La Pampa,masculino,17,2950
11,La Pampa,femenino,18,2410
11,La Pampa,masculino,18,2615
11,La Pampa,femenino,19,2418
11,La Pampa,masculino,19,2597
11,La Pampa,femenino,20,2328
11,La Pampa,masculino,20,2333
11,La Pampa,femenino,21,2435
11,La Pampa,masculino,21,2445
11,La Pampa,femenino,22,2356
11,La Pampa,masculino,22,2535
11,La Pampa,femenino,23,2371
11,La Pampa,masculino,23,2382
11,La Pampa,femenino,24,2539
11,La Pampa,masculino,24,2568
11,La Pampa,femenino,25,2576
11,La Pampa,masculino,25,2717
11,La Pampa,femenino,26,2633
11,La Pampa,masculino,26,2522
11,La Pampa,femenino,27,2652
11,La Pampa,masculino,27,2683
11,La Pampa,femenino,28,2680
11,La Pampa,masculino,28,2578
11,La Pampa,femenino,29,2776
11,La Pampa,masculino,29,2669
11,La Pampa,femenino,30,3004
11,La Pampa,masculino,30,2937
11,La Pampa,femenino,31,2903
11,La Pampa,masculino,31,2784
11,La Pampa,femenino,32,2769
11,La Pampa,masculino,32,2686
11,La Pampa,femenino,33,2737
11,La Pampa,masculino,33,2766
11,La Pampa,femenino,34,2625
11,La Pampa,masculino,34,2588
11,La Pampa,femenino,35,2883
11,La Pampa,masculino,35,2665
11,La Pampa,femenino,36,2798
11,La Pampa,masculino,36,2523
11,La Pampa,femenino,37,2645
11,La Pampa,masculino,37,2564
11,La Pampa,femenino,38,2641
11,La Pampa,masculino,38,2436
11,La Pampa,femenino,39,2718
11,La Pampa,masculino,39,2590
11,La Pampa,femenino,40,2795
11,La Pampa,masculino,40,2685
11,La Pampa,femenino,41,2663
11,La Pampa,masculino,41,2483
11,La Pampa,femenino,42,2628
11,La Pampa,masculino,42,2734
11,La Pampa,femenino,43,2564
11,La Pampa,masculino,43,2592
11,La Pampa,femenino,44,2544
11,La Pampa,masculino,44,2406
11,La Pampa,femenino,45,2482
11,La Pampa,masculino,45,2307
11,La Pampa,femenino,46,2363
11,La Pampa,masculino,46,2296
11,La Pampa,femenino,47,2416
11,La Pampa,masculino,47,2250
11,La Pampa,femenino,48,2122
11,La Pampa,masculino,48,2156
11,La Pampa,femenino,49,2205
11,La Pampa,masculino,49,2084
11,La Pampa,femenino,50,2249
11,La Pampa,masculino,50,2065
11,La Pampa,femenino,51,2056
11,La Pampa,masculino,51,1994
11,La Pampa,femenino,52,2002
11,La Pampa,masculino,52,1894
11,La Pampa,femenino,53,1982
11,La Pampa,masculino,53,1826
11,La Pampa,femenino,54,1958
11,La Pampa,masculino,54,1783
11,La Pampa,femenino,55,1833
11,La Pampa,masculino,55,1808
11,La Pampa,femenino,56,1882
11,La Pampa,masculino,56,1941
11,La Pampa,femenino,57,1981
11,La Pampa,masculino,57,1854
11,La Pampa,femenino,58,1800
11,La Pampa,masculino,58,1804
11,La Pampa,femenino,59,1930
11,La Pampa,masculino,59,1751
11,La Pampa,femenino,60,1801
11,La Pampa,masculino,60,1787
11,La Pampa,femenino,61,1737
11,La Pampa,masculino,61,1631
11,La Pampa,femenino,62,1669
11,La Pampa,masculino,62,1567
11,La Pampa,femenino,63,1563
11,La Pampa,masculino,63,1510
11,La Pampa,femenino,64,1606
11,La Pampa,masculino,64,1461
11,La Pampa,femenino,65,1665
11,La Pampa,masculino,65,1519
11,La Pampa,femenino,66,1531
11,La Pampa,masculino,66,1422
11,La Pampa,femenino,67,1538
11,La Pampa,masculino,67,1447
11,La Pampa,femenino,68,1389
11,La Pampa,masculino,68,1352
11,La Pampa,femenino,69,1440
11,La Pampa,masculino,69,1299
11,La Pampa,femenino,70,1385
11,La Pampa,masculino,70,1165
11,La Pampa,femenino,71,1382
11,La Pampa,masculino,71,1158
11,La Pampa,femenino,72,1314
11,La Pampa,masculino,72,1088
11,La Pampa,femenino,73,1278
11,La Pampa,masculino,73,1046
11,La Pampa,femenino,74,1213
11,La Pampa,masculino,74,1035
11,La Pampa,femenino,75,1156
11,La Pampa,masculino,75,894
11,La Pampa,femenino,76,1142
11,La Pampa,masculino,76,819
11,La Pampa,femenino,77,1034
11,La Pampa,masculino,77,812
11,La Pampa,femenino,78,910
11,La Pampa,masculino,78,704
11,La Pampa,femenino,79,825
11,La Pampa,masculino,79,656
11,La Pampa,femenino,80,855
11,La Pampa,masculino,80,626
11,La Pampa,femenino,81,776
11,La Pampa,masculino,81,502
11,La Pampa,femenino,82,693
11,La Pampa,masculino,82,426
11,La Pampa,femenino,83,639
11,La Pampa,masculino,83,366
11,La Pampa,femenino,84,576
11,La Pampa,masculino,84,352
11,La Pampa,femenino,85,474
11,La Pampa,masculino,85,294
11,La Pampa,femenino,86,496
11,La Pampa,masculino,86,239
11,La Pampa,femenino,87,360
11,La Pampa,masculino,87,201
11,La Pampa,femenino,88,299
11,La Pampa,masculino,88,157
11,La Pampa,femenino,89,259
11,La Pampa,masculino,89,137
11,La Pampa,femenino,90,238
11,La Pampa,masculino,90,119
11,La Pampa,femenino,91,200
11,La Pampa,masculino,91,85
11,La Pampa,femenino,92,163
11,La Pampa,masculino,92,60
11,La Pampa,femenino,93,122
11,La Pampa,masculino,93,43
11,La Pampa,femenino,94,96
11,La Pampa,masculino,94,51
11,La Pampa,femenino,95,61
11,La Pampa,masculino,95,17
12,La Rioja,femenino,16,3175
12,La Rioja,masculino,16,3173
12,La Rioja,femenino,17,3293
12,La Rioja,masculino,17,3231
12,La Rioja,femenino,18,3347
12,La Rioja,masculino,18,3204
12,La Rioja,femenino,19,3545
12,La Rioja,masculino,19,3316
12,La Rioja,femenino,20,3387
12,La Rioja,masculino,20,3189
12,La Rioja,femenino,21,3476
12,La Rioja,masculino,21,3343
12,La Rioja,femenino,22,3427
12,La Rioja,masculino,22,3365
12,La Rioja,femenino,23,3310
12,La Rioja,masculino,23,3237
12,La Rioja,femenino,24,3533
12,La Rioja,masculino,24,3230
12,La Rioja,femenino,25,3650
12,La Rioja,masculino,25,3438
12,La Rioja,femenino,26,3733
12,La Rioja,masculino,26,3587
12,La Rioja,femenino,27,3767
12,La Rioja,masculino,27,3503
12,La Rioja,femenino,28,3559
12,La Rioja,masculino,28,3335
12,La Rioja,femenino,29,3550
12,La Rioja,masculino,29,3402
12,La Rioja,femenino,30,3557
12,La Rioja,masculino,30,3456
12,La Rioja,femenino,31,3227
12,La Rioja,masculino,31,3122
12,La Rioja,femenino,32,3044
12,La Rioja,masculino,32,2855
12,La Rioja,femenino,33,3002
12,La Rioja,masculino,33,2857
12,La Rioja,femenino,34,2880
12,La Rioja,masculino,34,2754
12,La Rioja,femenino,35,2987
12,La Rioja,masculino,35,2763
12,La Rioja,femenino,36,2923
12,La Rioja,masculino,36,2650
12,La Rioja,femenino,37,2784
12,La Rioja,masculino,37,2493
12,La Rioja,femenino,38,2575
12,La Rioja,masculino,38,2553
